,0,,,197.9315658,,,Total rotation,ANFIS,ANN
61429,3300.5,,,,,,,,
61430,0,,,,,,,,
61431,6350.5,,,,,,,,
61432,0,,,,,,,,
61433,4700.5,,,,,,,,
61434,3300.5,,,,,,,,
61435,3300.5,,,,,,,,
61436,4700.5,,,,,,,,
61437,3300.5,,,,,,,,
61438,2100,,,,,,,,
61439,3300.5,,,,,,,,
61440,2100,,,,,,,,
61441,3300.5,,,,,,,,
61442,0,,,,,,,,
61443,2100,,,,,,,,
61444,0,,,,,,,,
61445,0,,,,,,,,
61446,0,,,,,,,,
61447,0,,,,,,,,
61448,3300.5,,,,,,,,
61449,6350.5,,,,,,,,
61450,6350.5,,,,,,,,
61451,2100,,,,,,,,
61452,6350.5,,,,,,,,
61453,4700.5,,,,,,,,
61454,3300.5,,,,,,,,
61455,3300.5,,,,,,,,
61456,3300.5,,,,,,,,
61457,2100,,,,,,,,
61458,2100,,,,,,,,
61459,3300.5,,,,,,,,
61460,0,,,,,,,,
61461,4700.5,,,,,,,,
61462,4700.5,,,,,,,,
61463,0,,,,,,,,
61464,3300.5,,,,,,,,
61465,0,,,,,,,,
61466,3300.5,,,,,,,,
61467,6350.5,,,,,,,,
61468,2100,,,,,,,,
61469,6350.5,,,,,,,,
61470,2100,,,,,,,,
61471,4700.5,,,,,,,,
61472,0,,,,,,,,
61473,6350.5,,,,,,,,
61474,3300.5,,,,,,,,
61475,0,,,,,,,,
61476,3300.5,,,,,,,,
61477,3300.5,,,,,,,,
61478,3300.5,,,,,,,,
61479,0,,,,,,,,
61480,0,,,,,,,,
61481,0,,,,,,,,
61482,6350.5,,,,,,,,
61483,0,,,,,,,,
61484,6350.5,,,,,,,,
61485,0,,,,,,,,
61486,3300.5,,,,,,,,
61487,3300.5,,,,,,,,
61488,2100,,,,,,,,
61489,0,,,,,,,,
61490,4700.5,,,,,,,,
61491,2100,,,,,,,,
61492,2100,,,,,,,,
61493,6350.5,,,,,,,,
61494,4700.5,,,,,,,,
61495,4700.5,,,,,,,,
61496,2100,,,,,,,,
61497,2100,,,,,,,,
61498,6350.5,,,,,,,,
61499,0,,,,,,,,
61500,3300.5,,,,,,,,
61501,4700.5,,,,,,,,
61502,3300.5,,,,,,,,
61503,4700.5,,,,,,,,
61504,4700.5,,,,,,,,
61505,0,,,,,,,,
61506,0,,,,,,,,
61507,3300.5,,,,,,,,
61508,3300.5,,,,,,,,
61509,4700.5,,,,,,,,
61510,4700.5,,,,,,,,
61511,0,,,,,,,,
61512,0,,,,,,,,
61513,2100,,,,,,,,
61514,3300.5,,,,,,,,
61515,4700.5,,,,,,,,
61516,0,,,,,,,,
61517,6350.5,,,,,,,,
61518,0,,,,,,,,
61519,3300.5,,,,,,,,
61520,4700.5,,,,,,,,
61521,3300.5,,,,,,,,
61522,0,,,,,,,,
61523,2100,,,,,,,,
61524,3300.5,,,,,,,,
61525,3300.5,,,,,,,,
61526,6350.5,,,,,,,,
61527,0,,,,,,,,
61528,6350.5,,,,,,,,
61529,4700.5,,,,,,,,
61530,2100,,,,,,,,
61531,0,,,,,,,,
61532,2100,,,,,,,,
61533,2100,,,,,,,,
61534,3300.5,,,,,,,,
61535,4700.5,,,,,,,,
61536,3300.5,,,,,,,,
61537,0,,,,,,,,
61538,3300.5,,,,,,,,
61539,4700.5,,,,,,,,
61540,4700.5,,,,,,,,
61541,0,,,,,,,,
61542,3300.5,,,,,,,,
61543,3300.5,,,,,,,,
61544,3300.5,,,,,,,,
61545,3300.5,,,,,,,,
61546,4700.5,,,,,,,,
61547,3300.5,,,,,,,,
61548,3300.5,,,,,,,,
61549,3300.5,,,,,,,,
61550,3300.5,,,,,,,,
61551,2100,,,,,,,,
61552,0,,,,,,,,
61553,4700.5,,,,,,,,
61554,3300.5,,,,,,,,
61555,0,,,,,,,,
61556,4700.5,,,,,,,,
61557,3300.5,,,,,,,,
61558,0,,,,,,,,
61559,3300.5,,,,,,,,
61560,3300.5,,,,,,,,
61561,6350.5,,,,,,,,
61562,0,,,,,,,,
61563,2100,,,,,,,,
61564,3300.5,,,,,,,,
61565,0,,,,,,,,
61566,3300.5,,,,,,,,
61567,3300.5,,,,,,,,
61568,4700.5,,,,,,,,
61569,2100,,,,,,,,
61570,2100,,,,,,,,
61571,3300.5,,,,,,,,
61572,2100,,,,,,,,
61573,2100,,,,,,,,
61574,3300.5,,,,,,,,
61575,6350.5,,,,,,,,
61576,3300.5,,,,,,,,
61577,3300.5,,,,,,,,
61578,4700.5,,,,,,,,
61579,3300.5,,,,,,,,
61580,0,,,,,,,,
61581,3300.5,,,,,,,,
61582,3300.5,,,,,,,,
61583,3300.5,,,,,,,,
61584,4700.5,,,,,,,,
61585,4700.5,,,,,,,,
61586,4700.5,,,,,,,,
61587,3300.5,,,,,,,,
61588,0,,,,,,,,
61589,3300.5,,,,,,,,
61590,3300.5,,,,,,,,
61591,0,,,,,,,,
61592,3300.5,,,,,,,,
61593,0,,,,,,,,
61594,0,,,,,,,,
61595,4700.5,,,,,,,,
61596,4700.5,,,,,,,,
61597,3300.5,,,,,,,,
61598,3300.5,,,,,,,,
61599,4700.5,,,,,,,,
61600,4700.5,,,,,,,,
61601,4700.5,,,,,,,,
61602,3300.5,,,,,,,,
61603,3300.5,,,,,,,,
61604,4700.5,,,,,,,,
61605,2100,,,,,,,,
61606,2100,,,,,,,,
61607,3300.5,,,,,,,,
61608,3300.5,,,,,,,,
61609,4700.5,,,,,,,,
61610,3300.5,,,,,,,,
61611,0,,,,,,,,
61612,4700.5,,,,,,,,
61613,3300.5,,,,,,,,
61614,4700.5,,,,,,,,
61615,4700.5,,,,,,,,
61616,0,,,,,,,,
61617,3300.5,,,,,,,,
61618,6350.5,,,,,,,,
61619,2100,,,,,,,,
61620,3300.5,,,,,,,,
61621,4700.5,,,,,,,,
61622,0,,,,,,,,
61623,3300.5,,,,,,,,
61624,3300.5,,,,,,,,
61625,4700.5,,,,,,,,
61626,3300.5,,,,,,,,
61627,6350.5,,,,,,,,
61628,0,,,,,,,,
61629,4700.5,,,,,,,,
61630,3300.5,,,,,,,,
61631,3300.5,,,,,,,,
61632,3300.5,,,,,,,,
61633,6350.5,,,,,,,,
61634,3300.5,,,,,,,,
61635,0,,,,,,,,
61636,3300.5,,,,,,,,
61637,4700.5,,,,,,,,
61638,4700.5,,,,,,,,
61639,2100,,,,,,,,
61640,0,,,,,,,,
61641,0,,,,,,,,
61642,2100,,,,,,,,
61643,3300.5,,,,,,,,
61644,3300.5,,,,,,,,
61645,0,,,,,,,,
61646,0,,,,,,,,
61647,0,,,,,,,,
61648,3300.5,,,,,,,,
61649,3300.5,,,,,,,,
61650,0,,,,,,,,
61651,6350.5,,,,,,,,
61652,0,,,,,,,,
61653,3300.5,,,,,,,,
61654,6350.5,,,,,,,,
61655,4700.5,,,,,,,,
61656,3300.5,,,,,,,,
61657,6350.5,,,,,,,,
61658,3300.5,,,,,,,,
61659,6350.5,,,,,,,,
61660,4700.5,,,,,,,,
61661,6350.5,,,,,,,,
61662,2100,,,,,,,,
61663,0,,,,,,,,
61664,0,,,,,,,,
61665,3300.5,,,,,,,,
61666,2100,,,,,,,,
61667,0,,,,,,,,
61668,3300.5,,,,,,,,
61669,2100,,,,,,,,
61670,3300.5,,,,,,,,
61671,3300.5,,,,,,,,
61672,0,,,,,,,,
61673,6350.5,,,,,,,,
61674,3300.5,,,,,,,,
61675,0,,,,,,,,
61676,0,,,,,,,,
61677,6350.5,,,,,,,,
61678,0,,,,,,,,
61679,3300.5,,,,,,,,
61680,3300.5,,,,,,,,
61681,6350.5,,,,,,,,
61682,6350.5,,,,,,,,
61683,6350.5,,,,,,,,
61684,0,,,,,,,,
61685,4700.5,,,,,,,,
61686,4700.5,,,,,,,,
61687,3300.5,,,,,,,,
61688,3300.5,,,,,,,,
61689,4700.5,,,,,,,,
61690,4700.5,,,,,,,,
61691,0,,,,,,,,
61692,6350.5,,,,,,,,
61693,4700.5,,,,,,,,
61694,4700.5,,,,,,,,
61695,2100,,,,,,,,
61696,3300.5,,,,,,,,
61697,3300.5,,,,,,,,
61698,4700.5,,,,,,,,
61699,6350.5,,,,,,,,
61700,2100,,,,,,,,
61701,2100,,,,,,,,
61702,0,,,,,,,,
61703,6350.5,,,,,,,,
61704,3300.5,,,,,,,,
61705,6350.5,,,,,,,,
61706,0,,,,,,,,
61707,6350.5,,,,,,,,
61708,6350.5,,,,,,,,
61709,6350.5,,,,,,,,
61710,0,,,,,,,,
61711,4700.5,,,,,,,,
61712,6350.5,,,,,,,,
61713,6350.5,,,,,,,,
61714,3300.5,,,,,,,,
61715,3300.5,,,,,,,,
61716,3300.5,,,,,,,,
61717,3300.5,,,,,,,,
61718,6350.5,,,,,,,,
61719,6350.5,,,,,,,,
61720,3300.5,,,,,,,,
61721,4700.5,,,,,,,,
61722,3300.5,,,,,,,,
61723,3300.5,,,,,,,,
61724,4700.5,,,,,,,,
61725,3300.5,,,,,,,,
61726,3300.5,,,,,,,,
61727,2100,,,,,,,,
61728,4700.5,,,,,,,,
61729,4700.5,,,,,,,,
61730,2100,,,,,,,,
61731,0,,,,,,,,
61732,0,,,,,,,,
61733,6350.5,,,,,,,,
61734,6350.5,,,,,,,,
61735,0,,,,,,,,
61736,3300.5,,,,,,,,
61737,0,,,,,,,,
61738,6350.5,,,,,,,,
61739,3300.5,,,,,,,,
61740,4700.5,,,,,,,,
61741,0,,,,,,,,
61742,0,,,,,,,,
61743,2100,,,,,,,,
61744,0,,,,,,,,
61745,0,,,,,,,,
61746,3300.5,,,,,,,,
61747,3300.5,,,,,,,,
61748,2100,,,,,,,,
61749,4700.5,,,,,,,,
61750,3300.5,,,,,,,,
61751,0,,,,,,,,
61752,2100,,,,,,,,
61753,3300.5,,,,,,,,
61754,4700.5,,,,,,,,
61755,2100,,,,,,,,
61756,0,,,,,,,,
61757,3300.5,,,,,,,,
61758,4700.5,,,,,,,,
61759,0,,,,,,,,
61760,3300.5,,,,,,,,
61761,3300.5,,,,,,,,
61762,6350.5,,,,,,,,
61763,0,,,,,,,,
61764,0,,,,,,,,
61765,4700.5,,,,,,,,
61766,3300.5,,,,,,,,
61767,0,,,,,,,,
61768,3300.5,,,,,,,,
61769,4700.5,,,,,,,,
61770,0,,,,,,,,
61771,0,,,,,,,,
61772,3300.5,,,,,,,,
61773,6350.5,,,,,,,,
61774,3300.5,,,,,,,,
61775,4700.5,,,,,,,,
61776,3300.5,,,,,,,,
61777,4700.5,,,,,,,,
61778,0,,,,,,,,
61779,2100,,,,,,,,
61780,0,,,,,,,,
61781,3300.5,,,,,,,,
61782,3300.5,,,,,,,,
61783,3300.5,,,,,,,,
61784,0,,,,,,,,
61785,3300.5,,,,,,,,
61786,4700.5,,,,,,,,
61787,6350.5,,,,,,,,
61788,6350.5,,,,,,,,
61789,3300.5,,,,,,,,
61790,3300.5,,,,,,,,
61791,6350.5,,,,,,,,
61792,0,,,,,,,,
61793,2100,,,,,,,,
61794,3300.5,,,,,,,,
61795,2100,,,,,,,,
61796,3300.5,,,,,,,,
61797,2100,,,,,,,,
61798,0,,,,,,,,
61799,4700.5,,,,,,,,
61800,0,,,,,,,,
61801,3300.5,,,,,,,,
61802,3300.5,,,,,,,,
61803,4700.5,,,,,,,,
61804,0,,,,,,,,
61805,3300.5,,,,,,,,
61806,0,,,,,,,,
61807,2100,,,,,,,,
61808,0,,,,,,,,
61809,3300.5,,,,,,,,
61810,0,,,,,,,,
61811,2100,,,,,,,,
61812,4700.5,,,,,,,,
61813,3300.5,,,,,,,,
61814,3300.5,,,,,,,,
61815,6350.5,,,,,,,,
61816,3300.5,,,,,,,,
61817,0,,,,,,,,
61818,4700.5,,,,,,,,
61819,4700.5,,,,,,,,
61820,2100,,,,,,,,
61821,2100,,,,,,,,
61822,0,,,,,,,,
61823,3300.5,,,,,,,,
61824,0,,,,,,,,
61825,2100,,,,,,,,
61826,6350.5,,,,,,,,
61827,0,,,,,,,,
61828,0,,,,,,,,
61829,0,,,,,,,,
61830,2100,,,,,,,,
61831,0,,,,,,,,
61832,6350.5,,,,,,,,
61833,0,,,,,,,,
61834,6350.5,,,,,,,,
61835,0,,,,,,,,
61836,3300.5,,,,,,,,
61837,0,,,,,,,,
61838,4700.5,,,,,,,,
61839,3300.5,,,,,,,,
61840,3300.5,,,,,,,,
61841,0,,,,,,,,
61842,0,,,,,,,,
61843,0,,,,,,,,
61844,3300.5,,,,,,,,
61845,4700.5,,,,,,,,
61846,3300.5,,,,,,,,
61847,0,,,,,,,,
61848,6350.5,,,,,,,,
61849,2100,,,,,,,,
61850,3300.5,,,,,,,,
61851,3300.5,,,,,,,,
61852,3300.5,,,,,,,,
61853,3300.5,,,,,,,,
61854,3300.5,,,,,,,,
61855,6350.5,,,,,,,,
61856,0,,,,,,,,
61857,3300.5,,,,,,,,
61858,2100,,,,,,,,
61859,3300.5,,,,,,,,
61860,3300.5,,,,,,,,
61861,3300.5,,,,,,,,
61862,3300.5,,,,,,,,
61863,3300.5,,,,,,,,
61864,3300.5,,,,,,,,
61865,4700.5,,,,,,,,
61866,6350.5,,,,,,,,
61867,2100,,,,,,,,
61868,3300.5,,,,,,,,
61869,3300.5,,,,,,,,
61870,6350.5,,,,,,,,
61871,0,,,,,,,,
61872,3300.5,,,,,,,,
61873,2100,,,,,,,,
61874,3300.5,,,,,,,,
61875,6350.5,,,,,,,,
61876,3300.5,,,,,,,,
61877,3300.5,,,,,,,,
61878,2100,,,,,,,,
61879,6350.5,,,,,,,,
61880,3300.5,,,,,,,,
61881,6350.5,,,,,,,,
61882,2100,,,,,,,,
61883,2100,,,,,,,,
61884,3300.5,,,,,,,,
61885,0,,,,,,,,
61886,4700.5,,,,,,,,
61887,3300.5,,,,,,,,
61888,0,,,,,,,,
61889,3300.5,,,,,,,,
61890,2100,,,,,,,,
61891,0,,,,,,,,
61892,3300.5,,,,,,,,
61893,6350.5,,,,,,,,
61894,2100,,,,,,,,
61895,4700.5,,,,,,,,
61896,2100,,,,,,,,
61897,0,,,,,,,,
61898,4700.5,,,,,,,,
61899,3300.5,,,,,,,,
61900,3300.5,,,,,,,,
61901,2100,,,,,,,,
61902,4700.5,,,,,,,,
61903,2100,,,,,,,,
61904,3300.5,,,,,,,,
61905,4700.5,,,,,,,,
61906,2100,,,,,,,,
61907,2100,,,,,,,,
61908,3300.5,,,,,,,,
61909,2100,,,,,,,,
61910,3300.5,,,,,,,,
61911,0,,,,,,,,
61912,2100,,,,,,,,
61913,6350.5,,,,,,,,
61914,3300.5,,,,,,,,
61915,2100,,,,,,,,
61916,3300.5,,,,,,,,
61917,3300.5,,,,,,,,
61918,0,,,,,,,,
61919,2100,,,,,,,,
61920,2100,,,,,,,,
61921,3300.5,,,,,,,,
61922,4700.5,,,,,,,,
61923,3300.5,,,,,,,,
61924,3300.5,,,,,,,,
61925,0,,,,,,,,
61926,6350.5,,,,,,,,
61927,2100,,,,,,,,
61928,0,,,,,,,,
61929,3300.5,,,,,,,,
61930,3300.5,,,,,,,,
61931,6350.5,,,,,,,,
61932,3300.5,,,,,,,,
61933,3300.5,,,,,,,,
61934,2100,,,,,,,,
61935,2100,,,,,,,,
61936,4700.5,,,,,,,,
61937,6350.5,,,,,,,,
61938,2100,,,,,,,,
61939,0,,,,,,,,
61940,3300.5,,,,,,,,
61941,0,,,,,,,,
61942,3300.5,,,,,,,,
61943,3300.5,,,,,,,,
61944,2100,,,,,,,,
61945,6350.5,,,,,,,,
61946,2100,,,,,,,,
61947,2100,,,,,,,,
61948,3300.5,,,,,,,,
61949,2100,,,,,,,,
61950,2100,,,,,,,,
61951,2100,,,,,,,,
61952,6350.5,,,,,,,,
61953,4700.5,,,,,,,,
61954,6350.5,,,,,,,,
61955,0,,,,,,,,
61956,0,,,,,,,,
61957,3300.5,,,,,,,,
61958,0,,,,,,,,
61959,3300.5,,,,,,,,
61960,3300.5,,,,,,,,
61961,0,,,,,,,,
61962,2100,,,,,,,,
61963,0,,,,,,,,
61964,0,,,,,,,,
61965,2100,,,,,,,,
61966,2100,,,,,,,,
61967,0,,,,,,,,
61968,2100,,,,,,,,
61969,4700.5,,,,,,,,
61970,2100,,,,,,,,
61971,6350.5,,,,,,,,
61972,3300.5,,,,,,,,
61973,3300.5,,,,,,,,
61974,4700.5,,,,,,,,
61975,3300.5,,,,,,,,
61976,3300.5,,,,,,,,
61977,3300.5,,,,,,,,
61978,3300.5,,,,,,,,
61979,0,,,,,,,,
61980,0,,,,,,,,
61981,0,,,,,,,,
61982,6350.5,,,,,,,,
61983,3300.5,,,,,,,,
61984,4700.5,,,,,,,,
61985,3300.5,,,,,,,,
61986,6350.5,,,,,,,,
61987,0,,,,,,,,
61988,0,,,,,,,,
61989,3300.5,,,,,,,,
61990,4700.5,,,,,,,,
61991,3300.5,,,,,,,,
61992,4700.5,,,,,,,,
61993,6350.5,,,,,,,,
61994,4700.5,,,,,,,,
61995,3300.5,,,,,,,,
61996,3300.5,,,,,,,,
61997,0,,,,,,,,
61998,4700.5,,,,,,,,
61999,4700.5,,,,,,,,
62000,2100,,,,,,,,
62001,2100,,,,,,,,
62002,0,,,,,,,,
62003,0,,,,,,,,
62004,3300.5,,,,,,,,
62005,3300.5,,,,,,,,
62006,6350.5,,,,,,,,
62007,4700.5,,,,,,,,
62008,3300.5,,,,,,,,
62009,0,,,,,,,,
62010,2100,,,,,,,,
62011,3300.5,,,,,,,,
62012,4700.5,,,,,,,,
62013,2100,,,,,,,,
62014,2100,,,,,,,,
62015,3300.5,,,,,,,,
62016,0,,,,,,,,
62017,4700.5,,,,,,,,
62018,3300.5,,,,,,,,
62019,3300.5,,,,,,,,
62020,3300.5,,,,,,,,
62021,3300.5,,,,,,,,
62022,4700.5,,,,,,,,
62023,6350.5,,,,,,,,
62024,3300.5,,,,,,,,
62025,0,,,,,,,,
62026,0,,,,,,,,
62027,0,,,,,,,,
62028,6350.5,,,,,,,,
62029,3300.5,,,,,,,,
62030,3300.5,,,,,,,,
62031,0,,,,,,,,
62032,3300.5,,,,,,,,
62033,0,,,,,,,,
62034,3300.5,,,,,,,,
62035,2100,,,,,,,,
62036,3300.5,,,,,,,,
62037,0,,,,,,,,
62038,3300.5,,,,,,,,
62039,0,,,,,,,,
62040,3300.5,,,,,,,,
62041,0,,,,,,,,
62042,3300.5,,,,,,,,
62043,0,,,,,,,,
62044,3300.5,,,,,,,,
62045,3300.5,,,,,,,,
62046,6350.5,,,,,,,,
62047,3300.5,,,,,,,,
62048,6350.5,,,,,,,,
62049,3300.5,,,,,,,,
62050,2100,,,,,,,,
62051,3300.5,,,,,,,,
62052,3300.5,,,,,,,,
62053,4700.5,,,,,,,,
62054,3300.5,,,,,,,,
62055,3300.5,,,,,,,,
62056,0,,,,,,,,
62057,3300.5,,,,,,,,
62058,6350.5,,,,,,,,
62059,3300.5,,,,,,,,
62060,6350.5,,,,,,,,
62061,2100,,,,,,,,
62062,4700.5,,,,,,,,
62063,3300.5,,,,,,,,
62064,3300.5,,,,,,,,
62065,6350.5,,,,,,,,
62066,4700.5,,,,,,,,
62067,3300.5,,,,,,,,
62068,3300.5,,,,,,,,
62069,3300.5,,,,,,,,
62070,3300.5,,,,,,,,
62071,2100,,,,,,,,
62072,0,,,,,,,,
62073,2100,,,,,,,,
62074,2100,,,,,,,,
62075,3300.5,,,,,,,,
62076,4700.5,,,,,,,,
62077,4700.5,,,,,,,,
62078,2100,,,,,,,,
62079,6350.5,,,,,,,,
62080,6350.5,,,,,,,,
62081,6350.5,,,,,,,,
62082,0,,,,,,,,
62083,3300.5,,,,,,,,
62084,3300.5,,,,,,,,
62085,3300.5,,,,,,,,
62086,0,,,,,,,,
62087,4700.5,,,,,,,,
62088,3300.5,,,,,,,,
62089,3300.5,,,,,,,,
62090,6350.5,,,,,,,,
62091,0,,,,,,,,
62092,0,,,,,,,,
62093,0,,,,,,,,
62094,4700.5,,,,,,,,
62095,3300.5,,,,,,,,
62096,3300.5,,,,,,,,
62097,4700.5,,,,,,,,
62098,0,,,,,,,,
62099,3300.5,,,,,,,,
62100,4700.5,,,,,,,,
62101,3300.5,,,,,,,,
62102,0,,,,,,,,
62103,2100,,,,,,,,
62104,6350.5,,,,,,,,
62105,0,,,,,,,,
62106,3300.5,,,,,,,,
62107,3300.5,,,,,,,,
62108,6350.5,,,,,,,,
62109,2100,,,,,,,,
62110,3300.5,,,,,,,,
62111,0,,,,,,,,
62112,3300.5,,,,,,,,
62113,0,,,,,,,,
62114,0,,,,,,,,
62115,6350.5,,,,,,,,
62116,2100,,,,,,,,
62117,4700.5,,,,,,,,
62118,4700.5,,,,,,,,
62119,3300.5,,,,,,,,
62120,3300.5,,,,,,,,
62121,0,,,,,,,,
62122,0,,,,,,,,
62123,6350.5,,,,,,,,
62124,6350.5,,,,,,,,
62125,6350.5,,,,,,,,
62126,4700.5,,,,,,,,
62127,6350.5,,,,,,,,
62128,4700.5,,,,,,,,
62129,4700.5,,,,,,,,
62130,4700.5,,,,,,,,
62131,3300.5,,,,,,,,
62132,3300.5,,,,,,,,
62133,2100,,,,,,,,
62134,3300.5,,,,,,,,
62135,4700.5,,,,,,,,
62136,3300.5,,,,,,,,
62137,6350.5,,,,,,,,
62138,0,,,,,,,,
62139,2100,,,,,,,,
62140,3300.5,,,,,,,,
62141,3300.5,,,,,,,,
62142,3300.5,,,,,,,,
62143,3300.5,,,,,,,,
62144,3300.5,,,,,,,,
62145,3300.5,,,,,,,,
62146,3300.5,,,,,,,,
62147,2100,,,,,,,,
62148,3300.5,,,,,,,,
62149,2100,,,,,,,,
62150,4700.5,,,,,,,,
62151,4700.5,,,,,,,,
62152,6350.5,,,,,,,,
62153,3300.5,,,,,,,,
62154,6350.5,,,,,,,,
62155,3300.5,,,,,,,,
62156,4700.5,,,,,,,,
62157,3300.5,,,,,,,,
62158,0,,,,,,,,
62159,3300.5,,,,,,,,
62160,0,,,,,,,,
62161,2100,,,,,,,,
62162,3300.5,,,,,,,,
62163,0,,,,,,,,
62164,2100,,,,,,,,
62165,6350.5,,,,,,,,
62166,0,,,,,,,,
62167,4700.5,,,,,,,,
62168,4700.5,,,,,,,,
62169,0,,,,,,,,
62170,3300.5,,,,,,,,
62171,0,,,,,,,,
62172,3300.5,,,,,,,,
62173,4700.5,,,,,,,,
62174,0,,,,,,,,
62175,2100,,,,,,,,
62176,3300.5,,,,,,,,
62177,2100,,,,,,,,
62178,6350.5,,,,,,,,
62179,0,,,,,,,,
62180,3300.5,,,,,,,,
62181,3300.5,,,,,,,,
62182,0,,,,,,,,
62183,3300.5,,,,,,,,
62184,0,,,,,,,,
62185,3300.5,,,,,,,,
62186,3300.5,,,,,,,,
62187,0,,,,,,,,
62188,3300.5,,,,,,,,
62189,6350.5,,,,,,,,
62190,3300.5,,,,,,,,
62191,3300.5,,,,,,,,
62192,2100,,,,,,,,
62193,2100,,,,,,,,
62194,4700.5,,,,,,,,
62195,3300.5,,,,,,,,
62196,4700.5,,,,,,,,
62197,3300.5,,,,,,,,
62198,2100,,,,,,,,
62199,2100,,,,,,,,
62200,2100,,,,,,,,
62201,4700.5,,,,,,,,
62202,3300.5,,,,,,,,
62203,2100,,,,,,,,
62204,4700.5,,,,,,,,
62205,0,,,,,,,,
62206,3300.5,,,,,,,,
62207,3300.5,,,,,,,,
62208,3300.5,,,,,,,,
62209,4700.5,,,,,,,,
62210,4700.5,,,,,,,,
62211,6350.5,,,,,,,,
62212,3300.5,,,,,,,,
62213,0,,,,,,,,
62214,3300.5,,,,,,,,
62215,3300.5,,,,,,,,
62216,3300.5,,,,,,,,
62217,3300.5,,,,,,,,
62218,3300.5,,,,,,,,
62219,4700.5,,,,,,,,
62220,3300.5,,,,,,,,
62221,2100,,,,,,,,
62222,6350.5,,,,,,,,
62223,3300.5,,,,,,,,
62224,0,,,,,,,,
62225,2100,,,,,,,,
62226,0,,,,,,,,
62227,6350.5,,,,,,,,
62228,0,,,,,,,,
62229,3300.5,,,,,,,,
62230,4700.5,,,,,,,,
62231,4700.5,,,,,,,,
62232,2100,,,,,,,,
62233,0,,,,,,,,
62234,4700.5,,,,,,,,
62235,3300.5,,,,,,,,
62236,2100,,,,,,,,
62237,4700.5,,,,,,,,
62238,2100,,,,,,,,
62239,2100,,,,,,,,
62240,3300.5,,,,,,,,
62241,4700.5,,,,,,,,
62242,2100,,,,,,,,
62243,6350.5,,,,,,,,
62244,4700.5,,,,,,,,
62245,4700.5,,,,,,,,
62246,3300.5,,,,,,,,
62247,2100,,,,,,,,
62248,6350.5,,,,,,,,
62249,2100,,,,,,,,
62250,0,,,,,,,,
62251,2100,,,,,,,,
62252,3300.5,,,,,,,,
62253,6350.5,,,,,,,,
62254,3300.5,,,,,,,,
62255,4700.5,,,,,,,,
62256,6350.5,,,,,,,,
62257,6350.5,,,,,,,,
62258,0,,,,,,,,
62259,3300.5,,,,,,,,
62260,3300.5,,,,,,,,
62261,4700.5,,,,,,,,
62262,4700.5,,,,,,,,
62263,2100,,,,,,,,
62264,3300.5,,,,,,,,
62265,6350.5,,,,,,,,
62266,3300.5,,,,,,,,
62267,0,,,,,,,,
62268,0,,,,,,,,
62269,4700.5,,,,,,,,
62270,0,,,,,,,,
62271,4700.5,,,,,,,,
62272,4700.5,,,,,,,,
62273,3300.5,,,,,,,,
62274,2100,,,,,,,,
62275,3300.5,,,,,,,,
62276,3300.5,,,,,,,,
62277,3300.5,,,,,,,,
62278,3300.5,,,,,,,,
62279,6350.5,,,,,,,,
62280,3300.5,,,,,,,,
62281,3300.5,,,,,,,,
62282,3300.5,,,,,,,,
62283,3300.5,,,,,,,,
62284,4700.5,,,,,,,,
62285,0,,,,,,,,
62286,6350.5,,,,,,,,
62287,3300.5,,,,,,,,
62288,2100,,,,,,,,
62289,3300.5,,,,,,,,
62290,0,,,,,,,,
62291,0,,,,,,,,
62292,4700.5,,,,,,,,
62293,3300.5,,,,,,,,
62294,0,,,,,,,,
62295,0,,,,,,,,
62296,4700.5,,,,,,,,
62297,4700.5,,,,,,,,
62298,2100,,,,,,,,
62299,6350.5,,,,,,,,
62300,4700.5,,,,,,,,
62301,0,,,,,,,,
62302,2100,,,,,,,,
62303,3300.5,,,,,,,,
62304,3300.5,,,,,,,,
62305,2100,,,,,,,,
62306,3300.5,,,,,,,,
62307,4700.5,,,,,,,,
62308,3300.5,,,,,,,,
62309,2100,,,,,,,,
62310,0,,,,,,,,
62311,0,,,,,,,,
62312,4700.5,,,,,,,,
62313,3300.5,,,,,,,,
62314,4700.5,,,,,,,,
62315,3300.5,,,,,,,,
62316,2100,,,,,,,,
62317,3300.5,,,,,,,,
62318,2100,,,,,,,,
62319,3300.5,,,,,,,,
62320,6350.5,,,,,,,,
62321,3300.5,,,,,,,,
62322,6350.5,,,,,,,,
62323,2100,,,,,,,,
62324,3300.5,,,,,,,,
62325,2100,,,,,,,,
62326,2100,,,,,,,,
62327,3300.5,,,,,,,,
62328,2100,,,,,,,,
62329,0,,,,,,,,
62330,3300.5,,,,,,,,
62331,6350.5,,,,,,,,
62332,0,,,,,,,,
62333,0,,,,,,,,
62334,0,,,,,,,,
62335,4700.5,,,,,,,,
62336,2100,,,,,,,,
62337,6350.5,,,,,,,,
62338,4700.5,,,,,,,,
62339,4700.5,,,,,,,,
62340,3300.5,,,,,,,,
62341,3300.5,,,,,,,,
62342,3300.5,,,,,,,,
62343,3300.5,,,,,,,,
62344,3300.5,,,,,,,,
62345,6350.5,,,,,,,,
62346,2100,,,,,,,,
62347,4700.5,,,,,,,,
62348,0,,,,,,,,
62349,6350.5,,,,,,,,
62350,0,,,,,,,,
62351,3300.5,,,,,,,,
62352,3300.5,,,,,,,,
62353,4700.5,,,,,,,,
62354,3300.5,,,,,,,,
