,0,,,197.9315658,,,Total rotation,ANFIS,ANN
14245,6350.5,,,,,,,,
14246,3300.5,,,,,,,,
14247,6350.5,,,,,,,,
14248,3300.5,,,,,,,,
14249,0,,,,,,,,
14250,3300.5,,,,,,,,
14251,3300.5,,,,,,,,
14252,6350.5,,,,,,,,
14253,3300.5,,,,,,,,
14254,3300.5,,,,,,,,
14255,3300.5,,,,,,,,
14256,0,,,,,,,,
14257,3300.5,,,,,,,,
14258,6350.5,,,,,,,,
14259,3300.5,,,,,,,,
14260,0,,,,,,,,
14261,3300.5,,,,,,,,
14262,3300.5,,,,,,,,
14263,3300.5,,,,,,,,
14264,0,,,,,,,,
14265,0,,,,,,,,
14266,0,,,,,,,,
14267,4700.5,,,,,,,,
14268,3300.5,,,,,,,,
14269,3300.5,,,,,,,,
14270,3300.5,,,,,,,,
14271,4700.5,,,,,,,,
14272,3300.5,,,,,,,,
14273,2100,,,,,,,,
14274,3300.5,,,,,,,,
14275,0,,,,,,,,
14276,3300.5,,,,,,,,
14277,0,,,,,,,,
14278,0,,,,,,,,
14279,3300.5,,,,,,,,
14280,6350.5,,,,,,,,
14281,0,,,,,,,,
14282,3300.5,,,,,,,,
14283,4700.5,,,,,,,,
14284,6350.5,,,,,,,,
14285,0,,,,,,,,
14286,2100,,,,,,,,
14287,3300.5,,,,,,,,
14288,3300.5,,,,,,,,
14289,3300.5,,,,,,,,
14290,0,,,,,,,,
14291,0,,,,,,,,
14292,6350.5,,,,,,,,
14293,4700.5,,,,,,,,
14294,2100,,,,,,,,
14295,6350.5,,,,,,,,
14296,2100,,,,,,,,
14297,2100,,,,,,,,
14298,4700.5,,,,,,,,
14299,3300.5,,,,,,,,
14300,3300.5,,,,,,,,
14301,2100,,,,,,,,
14302,3300.5,,,,,,,,
14303,3300.5,,,,,,,,
14304,3300.5,,,,,,,,
14305,3300.5,,,,,,,,
14306,0,,,,,,,,
14307,0,,,,,,,,
14308,3300.5,,,,,,,,
14309,6350.5,,,,,,,,
14310,0,,,,,,,,
14311,3300.5,,,,,,,,
14312,3300.5,,,,,,,,
14313,3300.5,,,,,,,,
14314,3300.5,,,,,,,,
14315,3300.5,,,,,,,,
14316,3300.5,,,,,,,,
14317,3300.5,,,,,,,,
14318,3300.5,,,,,,,,
14319,4700.5,,,,,,,,
14320,2100,,,,,,,,
14321,3300.5,,,,,,,,
14322,2100,,,,,,,,
14323,3300.5,,,,,,,,
14324,3300.5,,,,,,,,
14325,2100,,,,,,,,
14326,0,,,,,,,,
14327,3300.5,,,,,,,,
14328,4700.5,,,,,,,,
14329,0,,,,,,,,
14330,0,,,,,,,,
14331,3300.5,,,,,,,,
14332,4700.5,,,,,,,,
14333,2100,,,,,,,,
14334,0,,,,,,,,
14335,6350.5,,,,,,,,
14336,0,,,,,,,,
14337,3300.5,,,,,,,,
14338,4700.5,,,,,,,,
14339,3300.5,,,,,,,,
14340,3300.5,,,,,,,,
14341,6350.5,,,,,,,,
14342,3300.5,,,,,,,,
14343,2100,,,,,,,,
14344,6350.5,,,,,,,,
14345,2100,,,,,,,,
14346,0,,,,,,,,
14347,3300.5,,,,,,,,
14348,6350.5,,,,,,,,
14349,0,,,,,,,,
14350,3300.5,,,,,,,,
14351,0,,,,,,,,
14352,4700.5,,,,,,,,
14353,0,,,,,,,,
14354,0,,,,,,,,
14355,3300.5,,,,,,,,
14356,2100,,,,,,,,
14357,6350.5,,,,,,,,
14358,3300.5,,,,,,,,
14359,0,,,,,,,,
14360,6350.5,,,,,,,,
14361,6350.5,,,,,,,,
14362,3300.5,,,,,,,,
14363,4700.5,,,,,,,,
14364,6350.5,,,,,,,,
14365,4700.5,,,,,,,,
14366,2100,,,,,,,,
14367,0,,,,,,,,
14368,2100,,,,,,,,
14369,4700.5,,,,,,,,
14370,0,,,,,,,,
14371,6350.5,,,,,,,,
14372,3300.5,,,,,,,,
14373,4700.5,,,,,,,,
14374,3300.5,,,,,,,,
14375,6350.5,,,,,,,,
14376,3300.5,,,,,,,,
14377,3300.5,,,,,,,,
14378,3300.5,,,,,,,,
14379,3300.5,,,,,,,,
14380,4700.5,,,,,,,,
14381,3300.5,,,,,,,,
14382,2100,,,,,,,,
14383,2100,,,,,,,,
14384,4700.5,,,,,,,,
14385,6350.5,,,,,,,,
14386,4700.5,,,,,,,,
14387,4700.5,,,,,,,,
14388,6350.5,,,,,,,,
14389,0,,,,,,,,
14390,2100,,,,,,,,
14391,3300.5,,,,,,,,
14392,3300.5,,,,,,,,
14393,6350.5,,,,,,,,
14394,3300.5,,,,,,,,
14395,3300.5,,,,,,,,
14396,0,,,,,,,,
14397,0,,,,,,,,
14398,0,,,,,,,,
14399,0,,,,,,,,
14400,6350.5,,,,,,,,
14401,0,,,,,,,,
14402,6350.5,,,,,,,,
14403,2100,,,,,,,,
14404,3300.5,,,,,,,,
14405,0,,,,,,,,
14406,3300.5,,,,,,,,
14407,0,,,,,,,,
14408,4700.5,,,,,,,,
14409,3300.5,,,,,,,,
14410,4700.5,,,,,,,,
14411,3300.5,,,,,,,,
14412,3300.5,,,,,,,,
14413,6350.5,,,,,,,,
14414,4700.5,,,,,,,,
14415,0,,,,,,,,
14416,3300.5,,,,,,,,
14417,2100,,,,,,,,
14418,4700.5,,,,,,,,
14419,3300.5,,,,,,,,
14420,2100,,,,,,,,
14421,2100,,,,,,,,
14422,4700.5,,,,,,,,
14423,3300.5,,,,,,,,
14424,0,,,,,,,,
14425,2100,,,,,,,,
14426,0,,,,,,,,
14427,2100,,,,,,,,
14428,6350.5,,,,,,,,
14429,0,,,,,,,,
14430,2100,,,,,,,,
14431,3300.5,,,,,,,,
14432,2100,,,,,,,,
14433,2100,,,,,,,,
14434,0,,,,,,,,
14435,6350.5,,,,,,,,
14436,3300.5,,,,,,,,
14437,3300.5,,,,,,,,
14438,4700.5,,,,,,,,
14439,2100,,,,,,,,
14440,3300.5,,,,,,,,
14441,4700.5,,,,,,,,
14442,2100,,,,,,,,
14443,4700.5,,,,,,,,
14444,4700.5,,,,,,,,
14445,3300.5,,,,,,,,
14446,0,,,,,,,,
14447,2100,,,,,,,,
14448,3300.5,,,,,,,,
14449,4700.5,,,,,,,,
14450,6350.5,,,,,,,,
14451,4700.5,,,,,,,,
14452,2100,,,,,,,,
14453,3300.5,,,,,,,,
14454,3300.5,,,,,,,,
14455,3300.5,,,,,,,,
14456,3300.5,,,,,,,,
14457,3300.5,,,,,,,,
14458,4700.5,,,,,,,,
14459,0,,,,,,,,
14460,2100,,,,,,,,
14461,6350.5,,,,,,,,
14462,3300.5,,,,,,,,
14463,4700.5,,,,,,,,
14464,4700.5,,,,,,,,
14465,0,,,,,,,,
14466,6350.5,,,,,,,,
14467,2100,,,,,,,,
14468,4700.5,,,,,,,,
14469,0,,,,,,,,
14470,0,,,,,,,,
14471,3300.5,,,,,,,,
14472,2100,,,,,,,,
14473,6350.5,,,,,,,,
14474,3300.5,,,,,,,,
14475,3300.5,,,,,,,,
14476,6350.5,,,,,,,,
14477,3300.5,,,,,,,,
14478,4700.5,,,,,,,,
14479,3300.5,,,,,,,,
14480,6350.5,,,,,,,,
14481,4700.5,,,,,,,,
14482,6350.5,,,,,,,,
14483,3300.5,,,,,,,,
14484,4700.5,,,,,,,,
14485,4700.5,,,,,,,,
14486,3300.5,,,,,,,,
14487,0,,,,,,,,
14488,2100,,,,,,,,
14489,2100,,,,,,,,
14490,6350.5,,,,,,,,
14491,4700.5,,,,,,,,
14492,6350.5,,,,,,,,
14493,3300.5,,,,,,,,
14494,2100,,,,,,,,
14495,2100,,,,,,,,
14496,4700.5,,,,,,,,
14497,4700.5,,,,,,,,
14498,0,,,,,,,,
14499,3300.5,,,,,,,,
14500,2100,,,,,,,,
14501,2100,,,,,,,,
14502,0,,,,,,,,
14503,4700.5,,,,,,,,
14504,0,,,,,,,,
14505,3300.5,,,,,,,,
14506,4700.5,,,,,,,,
14507,3300.5,,,,,,,,
14508,6350.5,,,,,,,,
14509,4700.5,,,,,,,,
14510,4700.5,,,,,,,,
14511,2100,,,,,,,,
14512,3300.5,,,,,,,,
14513,3300.5,,,,,,,,
14514,4700.5,,,,,,,,
14515,6350.5,,,,,,,,
14516,0,,,,,,,,
14517,3300.5,,,,,,,,
14518,6350.5,,,,,,,,
14519,4700.5,,,,,,,,
14520,0,,,,,,,,
14521,0,,,,,,,,
14522,3300.5,,,,,,,,
14523,6350.5,,,,,,,,
14524,3300.5,,,,,,,,
14525,3300.5,,,,,,,,
14526,3300.5,,,,,,,,
14527,0,,,,,,,,
14528,3300.5,,,,,,,,
14529,0,,,,,,,,
14530,0,,,,,,,,
14531,3300.5,,,,,,,,
14532,2100,,,,,,,,
14533,3300.5,,,,,,,,
14534,3300.5,,,,,,,,
14535,3300.5,,,,,,,,
14536,3300.5,,,,,,,,
14537,3300.5,,,,,,,,
14538,6350.5,,,,,,,,
14539,3300.5,,,,,,,,
14540,0,,,,,,,,
14541,3300.5,,,,,,,,
14542,3300.5,,,,,,,,
14543,3300.5,,,,,,,,
14544,3300.5,,,,,,,,
14545,0,,,,,,,,
14546,3300.5,,,,,,,,
14547,6350.5,,,,,,,,
14548,2100,,,,,,,,
14549,2100,,,,,,,,
14550,4700.5,,,,,,,,
14551,0,,,,,,,,
14552,0,,,,,,,,
14553,3300.5,,,,,,,,
14554,3300.5,,,,,,,,
14555,3300.5,,,,,,,,
14556,6350.5,,,,,,,,
14557,0,,,,,,,,
14558,2100,,,,,,,,
14559,2100,,,,,,,,
14560,3300.5,,,,,,,,
14561,4700.5,,,,,,,,
14562,3300.5,,,,,,,,
14563,2100,,,,,,,,
14564,6350.5,,,,,,,,
14565,0,,,,,,,,
14566,3300.5,,,,,,,,
14567,3300.5,,,,,,,,
14568,0,,,,,,,,
14569,2100,,,,,,,,
14570,4700.5,,,,,,,,
14571,6350.5,,,,,,,,
14572,4700.5,,,,,,,,
14573,3300.5,,,,,,,,
14574,0,,,,,,,,
14575,3300.5,,,,,,,,
14576,3300.5,,,,,,,,
14577,3300.5,,,,,,,,
14578,0,,,,,,,,
14579,6350.5,,,,,,,,
14580,2100,,,,,,,,
14581,0,,,,,,,,
14582,6350.5,,,,,,,,
14583,2100,,,,,,,,
14584,2100,,,,,,,,
14585,3300.5,,,,,,,,
14586,2100,,,,,,,,
14587,6350.5,,,,,,,,
14588,3300.5,,,,,,,,
14589,0,,,,,,,,
14590,4700.5,,,,,,,,
14591,0,,,,,,,,
14592,3300.5,,,,,,,,
14593,3300.5,,,,,,,,
14594,0,,,,,,,,
14595,3300.5,,,,,,,,
14596,0,,,,,,,,
14597,3300.5,,,,,,,,
14598,4700.5,,,,,,,,
14599,0,,,,,,,,
14600,3300.5,,,,,,,,
14601,3300.5,,,,,,,,
14602,3300.5,,,,,,,,
14603,0,,,,,,,,
14604,2100,,,,,,,,
14605,0,,,,,,,,
14606,0,,,,,,,,
14607,6350.5,,,,,,,,
14608,3300.5,,,,,,,,
14609,0,,,,,,,,
14610,2100,,,,,,,,
14611,3300.5,,,,,,,,
14612,0,,,,,,,,
14613,0,,,,,,,,
14614,3300.5,,,,,,,,
14615,2100,,,,,,,,
14616,2100,,,,,,,,
14617,3300.5,,,,,,,,
14618,2100,,,,,,,,
14619,6350.5,,,,,,,,
14620,0,,,,,,,,
14621,0,,,,,,,,
14622,3300.5,,,,,,,,
14623,0,,,,,,,,
14624,3300.5,,,,,,,,
14625,0,,,,,,,,
14626,4700.5,,,,,,,,
14627,0,,,,,,,,
14628,0,,,,,,,,
14629,0,,,,,,,,
14630,6350.5,,,,,,,,
14631,3300.5,,,,,,,,
14632,6350.5,,,,,,,,
14633,4700.5,,,,,,,,
14634,3300.5,,,,,,,,
14635,6350.5,,,,,,,,
14636,2100,,,,,,,,
14637,3300.5,,,,,,,,
14638,3300.5,,,,,,,,
14639,4700.5,,,,,,,,
14640,3300.5,,,,,,,,
14641,3300.5,,,,,,,,
14642,3300.5,,,,,,,,
14643,0,,,,,,,,
14644,4700.5,,,,,,,,
14645,3300.5,,,,,,,,
14646,0,,,,,,,,
14647,2100,,,,,,,,
14648,3300.5,,,,,,,,
14649,0,,,,,,,,
14650,4700.5,,,,,,,,
14651,3300.5,,,,,,,,
14652,4700.5,,,,,,,,
14653,3300.5,,,,,,,,
14654,4700.5,,,,,,,,
14655,3300.5,,,,,,,,
14656,0,,,,,,,,
14657,3300.5,,,,,,,,
14658,2100,,,,,,,,
14659,6350.5,,,,,,,,
14660,0,,,,,,,,
14661,2100,,,,,,,,
14662,0,,,,,,,,
14663,4700.5,,,,,,,,
14664,4700.5,,,,,,,,
14665,0,,,,,,,,
14666,3300.5,,,,,,,,
14667,0,,,,,,,,
14668,0,,,,,,,,
14669,4700.5,,,,,,,,
14670,4700.5,,,,,,,,
14671,4700.5,,,,,,,,
14672,0,,,,,,,,
14673,0,,,,,,,,
14674,6350.5,,,,,,,,
14675,3300.5,,,,,,,,
14676,3300.5,,,,,,,,
14677,0,,,,,,,,
14678,2100,,,,,,,,
14679,0,,,,,,,,
14680,0,,,,,,,,
14681,0,,,,,,,,
14682,2100,,,,,,,,
14683,2100,,,,,,,,
14684,4700.5,,,,,,,,
14685,2100,,,,,,,,
14686,4700.5,,,,,,,,
14687,3300.5,,,,,,,,
14688,4700.5,,,,,,,,
14689,0,,,,,,,,
14690,0,,,,,,,,
14691,3300.5,,,,,,,,
14692,3300.5,,,,,,,,
14693,0,,,,,,,,
14694,3300.5,,,,,,,,
14695,3300.5,,,,,,,,
14696,3300.5,,,,,,,,
14697,3300.5,,,,,,,,
14698,3300.5,,,,,,,,
14699,2100,,,,,,,,
14700,3300.5,,,,,,,,
14701,3300.5,,,,,,,,
14702,4700.5,,,,,,,,
14703,0,,,,,,,,
14704,3300.5,,,,,,,,
14705,3300.5,,,,,,,,
14706,2100,,,,,,,,
14707,3300.5,,,,,,,,
14708,4700.5,,,,,,,,
14709,0,,,,,,,,
14710,6350.5,,,,,,,,
14711,3300.5,,,,,,,,
14712,3300.5,,,,,,,,
14713,2100,,,,,,,,
14714,0,,,,,,,,
14715,3300.5,,,,,,,,
14716,2100,,,,,,,,
14717,6350.5,,,,,,,,
14718,2100,,,,,,,,
14719,3300.5,,,,,,,,
14720,4700.5,,,,,,,,
14721,6350.5,,,,,,,,
14722,3300.5,,,,,,,,
14723,2100,,,,,,,,
14724,0,,,,,,,,
14725,2100,,,,,,,,
14726,3300.5,,,,,,,,
14727,0,,,,,,,,
14728,0,,,,,,,,
14729,3300.5,,,,,,,,
14730,0,,,,,,,,
14731,4700.5,,,,,,,,
14732,2100,,,,,,,,
14733,3300.5,,,,,,,,
14734,3300.5,,,,,,,,
14735,3300.5,,,,,,,,
14736,0,,,,,,,,
14737,3300.5,,,,,,,,
14738,0,,,,,,,,
14739,4700.5,,,,,,,,
14740,0,,,,,,,,
14741,3300.5,,,,,,,,
14742,4700.5,,,,,,,,
14743,3300.5,,,,,,,,
14744,0,,,,,,,,
14745,3300.5,,,,,,,,
14746,3300.5,,,,,,,,
14747,2100,,,,,,,,
14748,6350.5,,,,,,,,
14749,0,,,,,,,,
14750,3300.5,,,,,,,,
14751,4700.5,,,,,,,,
14752,3300.5,,,,,,,,
14753,3300.5,,,,,,,,
14754,3300.5,,,,,,,,
14755,4700.5,,,,,,,,
14756,3300.5,,,,,,,,
14757,0,,,,,,,,
14758,0,,,,,,,,
14759,4700.5,,,,,,,,
14760,0,,,,,,,,
14761,3300.5,,,,,,,,
14762,4700.5,,,,,,,,
14763,3300.5,,,,,,,,
14764,4700.5,,,,,,,,
14765,2100,,,,,,,,
14766,4700.5,,,,,,,,
14767,6350.5,,,,,,,,
14768,2100,,,,,,,,
14769,6350.5,,,,,,,,
14770,3300.5,,,,,,,,
14771,4700.5,,,,,,,,
14772,3300.5,,,,,,,,
14773,0,,,,,,,,
14774,3300.5,,,,,,,,
14775,3300.5,,,,,,,,
14776,3300.5,,,,,,,,
14777,6350.5,,,,,,,,
14778,4700.5,,,,,,,,
14779,2100,,,,,,,,
14780,3300.5,,,,,,,,
14781,3300.5,,,,,,,,
14782,6350.5,,,,,,,,
14783,0,,,,,,,,
14784,4700.5,,,,,,,,
14785,3300.5,,,,,,,,
14786,3300.5,,,,,,,,
14787,2100,,,,,,,,
14788,3300.5,,,,,,,,
14789,0,,,,,,,,
14790,3300.5,,,,,,,,
14791,3300.5,,,,,,,,
14792,6350.5,,,,,,,,
14793,2100,,,,,,,,
14794,4700.5,,,,,,,,
14795,2100,,,,,,,,
14796,3300.5,,,,,,,,
14797,4700.5,,,,,,,,
14798,3300.5,,,,,,,,
14799,0,,,,,,,,
14800,3300.5,,,,,,,,
14801,6350.5,,,,,,,,
14802,3300.5,,,,,,,,
14803,0,,,,,,,,
14804,0,,,,,,,,
14805,6350.5,,,,,,,,
14806,0,,,,,,,,
14807,4700.5,,,,,,,,
14808,4700.5,,,,,,,,
14809,2100,,,,,,,,
14810,2100,,,,,,,,
14811,2100,,,,,,,,
14812,2100,,,,,,,,
14813,6350.5,,,,,,,,
14814,6350.5,,,,,,,,
14815,4700.5,,,,,,,,
14816,0,,,,,,,,
14817,2100,,,,,,,,
14818,0,,,,,,,,
14819,4700.5,,,,,,,,
14820,6350.5,,,,,,,,
14821,0,,,,,,,,
14822,3300.5,,,,,,,,
14823,4700.5,,,,,,,,
14824,6350.5,,,,,,,,
14825,4700.5,,,,,,,,
14826,6350.5,,,,,,,,
14827,2100,,,,,,,,
14828,3300.5,,,,,,,,
14829,4700.5,,,,,,,,
14830,3300.5,,,,,,,,
14831,0,,,,,,,,
14832,6350.5,,,,,,,,
14833,4700.5,,,,,,,,
14834,3300.5,,,,,,,,
14835,3300.5,,,,,,,,
14836,3300.5,,,,,,,,
14837,6350.5,,,,,,,,
14838,3300.5,,,,,,,,
14839,4700.5,,,,,,,,
14840,3300.5,,,,,,,,
14841,3300.5,,,,,,,,
14842,0,,,,,,,,
14843,3300.5,,,,,,,,
14844,0,,,,,,,,
14845,2100,,,,,,,,
14846,2100,,,,,,,,
14847,2100,,,,,,,,
14848,2100,,,,,,,,
14849,0,,,,,,,,
14850,3300.5,,,,,,,,
14851,4700.5,,,,,,,,
14852,3300.5,,,,,,,,
14853,3300.5,,,,,,,,
14854,3300.5,,,,,,,,
14855,3300.5,,,,,,,,
14856,4700.5,,,,,,,,
14857,3300.5,,,,,,,,
14858,0,,,,,,,,
14859,2100,,,,,,,,
14860,4700.5,,,,,,,,
14861,2100,,,,,,,,
14862,4700.5,,,,,,,,
14863,2100,,,,,,,,
14864,4700.5,,,,,,,,
14865,6350.5,,,,,,,,
14866,3300.5,,,,,,,,
14867,2100,,,,,,,,
14868,3300.5,,,,,,,,
14869,3300.5,,,,,,,,
14870,2100,,,,,,,,
14871,4700.5,,,,,,,,
14872,3300.5,,,,,,,,
14873,2100,,,,,,,,
14874,6350.5,,,,,,,,
14875,3300.5,,,,,,,,
14876,2100,,,,,,,,
14877,3300.5,,,,,,,,
14878,6350.5,,,,,,,,
14879,3300.5,,,,,,,,
14880,0,,,,,,,,
14881,4700.5,,,,,,,,
14882,2100,,,,,,,,
14883,3300.5,,,,,,,,
14884,6350.5,,,,,,,,
14885,3300.5,,,,,,,,
14886,4700.5,,,,,,,,
14887,0,,,,,,,,
14888,0,,,,,,,,
14889,2100,,,,,,,,
14890,3300.5,,,,,,,,
14891,2100,,,,,,,,
14892,2100,,,,,,,,
14893,3300.5,,,,,,,,
14894,3300.5,,,,,,,,
14895,3300.5,,,,,,,,
14896,3300.5,,,,,,,,
14897,4700.5,,,,,,,,
14898,3300.5,,,,,,,,
14899,3300.5,,,,,,,,
14900,4700.5,,,,,,,,
14901,3300.5,,,,,,,,
14902,2100,,,,,,,,
14903,3300.5,,,,,,,,
14904,0,,,,,,,,
14905,2100,,,,,,,,
14906,3300.5,,,,,,,,
14907,4700.5,,,,,,,,
14908,4700.5,,,,,,,,
14909,4700.5,,,,,,,,
14910,0,,,,,,,,
14911,0,,,,,,,,
14912,2100,,,,,,,,
14913,0,,,,,,,,
14914,0,,,,,,,,
14915,0,,,,,,,,
14916,3300.5,,,,,,,,
14917,4700.5,,,,,,,,
14918,4700.5,,,,,,,,
14919,6350.5,,,,,,,,
14920,6350.5,,,,,,,,
14921,0,,,,,,,,
14922,0,,,,,,,,
14923,4700.5,,,,,,,,
14924,4700.5,,,,,,,,
14925,4700.5,,,,,,,,
14926,6350.5,,,,,,,,
14927,6350.5,,,,,,,,
14928,6350.5,,,,,,,,
14929,6350.5,,,,,,,,
14930,4700.5,,,,,,,,
14931,6350.5,,,,,,,,
14932,3300.5,,,,,,,,
14933,3300.5,,,,,,,,
14934,2100,,,,,,,,
14935,6350.5,,,,,,,,
14936,6350.5,,,,,,,,
14937,3300.5,,,,,,,,
14938,6350.5,,,,,,,,
14939,3300.5,,,,,,,,
14940,0,,,,,,,,
14941,3300.5,,,,,,,,
14942,2100,,,,,,,,
14943,3300.5,,,,,,,,
14944,0,,,,,,,,
14945,3300.5,,,,,,,,
14946,4700.5,,,,,,,,
14947,3300.5,,,,,,,,
14948,0,,,,,,,,
14949,0,,,,,,,,
14950,4700.5,,,,,,,,
14951,6350.5,,,,,,,,
14952,4700.5,,,,,,,,
14953,0,,,,,,,,
14954,6350.5,,,,,,,,
14955,3300.5,,,,,,,,
14956,3300.5,,,,,,,,
14957,4700.5,,,,,,,,
14958,3300.5,,,,,,,,
14959,0,,,,,,,,
14960,0,,,,,,,,
14961,4700.5,,,,,,,,
14962,3300.5,,,,,,,,
14963,4700.5,,,,,,,,
14964,3300.5,,,,,,,,
14965,0,,,,,,,,
14966,2100,,,,,,,,
14967,0,,,,,,,,
14968,0,,,,,,,,
14969,0,,,,,,,,
14970,2100,,,,,,,,
14971,0,,,,,,,,
14972,3300.5,,,,,,,,
14973,3300.5,,,,,,,,
14974,6350.5,,,,,,,,
14975,4700.5,,,,,,,,
14976,2100,,,,,,,,
14977,0,,,,,,,,
14978,3300.5,,,,,,,,
14979,2100,,,,,,,,
14980,3300.5,,,,,,,,
14981,4700.5,,,,,,,,
14982,2100,,,,,,,,
14983,0,,,,,,,,
14984,3300.5,,,,,,,,
14985,0,,,,,,,,
14986,3300.5,,,,,,,,
14987,3300.5,,,,,,,,
14988,2100,,,,,,,,
14989,3300.5,,,,,,,,
14990,0,,,,,,,,
14991,3300.5,,,,,,,,
14992,2100,,,,,,,,
14993,2100,,,,,,,,
14994,3300.5,,,,,,,,
14995,0,,,,,,,,
14996,2100,,,,,,,,
14997,3300.5,,,,,,,,
14998,3300.5,,,,,,,,
14999,4700.5,,,,,,,,
15000,6350.5,,,,,,,,
15001,3300.5,,,,,,,,
15002,0,,,,,,,,
15003,0,,,,,,,,
15004,3300.5,,,,,,,,
15005,3300.5,,,,,,,,
15006,3300.5,,,,,,,,
15007,3300.5,,,,,,,,
15008,3300.5,,,,,,,,
15009,2100,,,,,,,,
15010,6350.5,,,,,,,,
15011,3300.5,,,,,,,,
15012,2100,,,,,,,,
15013,4700.5,,,,,,,,
15014,4700.5,,,,,,,,
15015,0,,,,,,,,
15016,0,,,,,,,,
15017,2100,,,,,,,,
15018,0,,,,,,,,
15019,4700.5,,,,,,,,
15020,4700.5,,,,,,,,
15021,4700.5,,,,,,,,
15022,6350.5,,,,,,,,
15023,4700.5,,,,,,,,
15024,2100,,,,,,,,
15025,2100,,,,,,,,
15026,0,,,,,,,,
15027,6350.5,,,,,,,,
15028,2100,,,,,,,,
15029,4700.5,,,,,,,,
15030,0,,,,,,,,
15031,0,,,,,,,,
15032,2100,,,,,,,,
15033,3300.5,,,,,,,,
15034,3300.5,,,,,,,,
15035,2100,,,,,,,,
15036,3300.5,,,,,,,,
15037,2100,,,,,,,,
15038,3300.5,,,,,,,,
15039,3300.5,,,,,,,,
15040,4700.5,,,,,,,,
15041,0,,,,,,,,
15042,3300.5,,,,,,,,
15043,0,,,,,,,,
15044,3300.5,,,,,,,,
15045,6350.5,,,,,,,,
15046,3300.5,,,,,,,,
15047,3300.5,,,,,,,,
15048,4700.5,,,,,,,,
15049,0,,,,,,,,
15050,4700.5,,,,,,,,
15051,0,,,,,,,,
15052,3300.5,,,,,,,,
15053,0,,,,,,,,
15054,3300.5,,,,,,,,
15055,0,,,,,,,,
15056,4700.5,,,,,,,,
15057,3300.5,,,,,,,,
15058,3300.5,,,,,,,,
15059,6350.5,,,,,,,,
15060,4700.5,,,,,,,,
15061,3300.5,,,,,,,,
15062,4700.5,,,,,,,,
15063,4700.5,,,,,,,,
15064,3300.5,,,,,,,,
15065,3300.5,,,,,,,,
15066,3300.5,,,,,,,,
15067,0,,,,,,,,
15068,2100,,,,,,,,
15069,6350.5,,,,,,,,
15070,6350.5,,,,,,,,
15071,2100,,,,,,,,
15072,3300.5,,,,,,,,
15073,2100,,,,,,,,
15074,2100,,,,,,,,
15075,3300.5,,,,,,,,
15076,4700.5,,,,,,,,
15077,3300.5,,,,,,,,
15078,3300.5,,,,,,,,
15079,4700.5,,,,,,,,
15080,3300.5,,,,,,,,
15081,2100,,,,,,,,
15082,3300.5,,,,,,,,
15083,0,,,,,,,,
15084,4700.5,,,,,,,,
15085,3300.5,,,,,,,,
15086,0,,,,,,,,
15087,2100,,,,,,,,
15088,4700.5,,,,,,,,
15089,2100,,,,,,,,
15090,4700.5,,,,,,,,
15091,2100,,,,,,,,
15092,4700.5,,,,,,,,
15093,2100,,,,,,,,
15094,6350.5,,,,,,,,
15095,3300.5,,,,,,,,
15096,2100,,,,,,,,
15097,0,,,,,,,,
15098,3300.5,,,,,,,,
15099,3300.5,,,,,,,,
15100,4700.5,,,,,,,,
15101,0,,,,,,,,
15102,3300.5,,,,,,,,
15103,3300.5,,,,,,,,
15104,6350.5,,,,,,,,
15105,4700.5,,,,,,,,
15106,3300.5,,,,,,,,
15107,3300.5,,,,,,,,
15108,4700.5,,,,,,,,
15109,2100,,,,,,,,
15110,2100,,,,,,,,
15111,3300.5,,,,,,,,
15112,3300.5,,,,,,,,
15113,6350.5,,,,,,,,
15114,3300.5,,,,,,,,
15115,6350.5,,,,,,,,
15116,4700.5,,,,,,,,
15117,2100,,,,,,,,
15118,3300.5,,,,,,,,
15119,2100,,,,,,,,
15120,6350.5,,,,,,,,
15121,3300.5,,,,,,,,
15122,4700.5,,,,,,,,
15123,3300.5,,,,,,,,
15124,4700.5,,,,,,,,
15125,3300.5,,,,,,,,
15126,0,,,,,,,,
15127,6350.5,,,,,,,,
15128,0,,,,,,,,
15129,6350.5,,,,,,,,
15130,6350.5,,,,,,,,
15131,4700.5,,,,,,,,
15132,0,,,,,,,,
15133,3300.5,,,,,,,,
15134,4700.5,,,,,,,,
15135,0,,,,,,,,
15136,2100,,,,,,,,
15137,3300.5,,,,,,,,
15138,4700.5,,,,,,,,
15139,4700.5,,,,,,,,
15140,4700.5,,,,,,,,
15141,4700.5,,,,,,,,
15142,2100,,,,,,,,
15143,0,,,,,,,,
15144,2100,,,,,,,,
15145,2100,,,,,,,,
15146,3300.5,,,,,,,,
15147,6350.5,,,,,,,,
15148,2100,,,,,,,,
15149,6350.5,,,,,,,,
15150,2100,,,,,,,,
15151,0,,,,,,,,
15152,0,,,,,,,,
15153,3300.5,,,,,,,,
15154,3300.5,,,,,,,,
15155,3300.5,,,,,,,,
15156,3300.5,,,,,,,,
15157,3300.5,,,,,,,,
15158,3300.5,,,,,,,,
15159,0,,,,,,,,
15160,4700.5,,,,,,,,
15161,3300.5,,,,,,,,
15162,0,,,,,,,,
15163,2100,,,,,,,,
15164,3300.5,,,,,,,,
15165,6350.5,,,,,,,,
15166,2100,,,,,,,,
15167,4700.5,,,,,,,,
15168,3300.5,,,,,,,,
15169,6350.5,,,,,,,,
15170,3300.5,,,,,,,,
