loss,mean_absolute_error,mean_squared_logarithmic_error,acc,val_loss,val_mean_absolute_error,val_mean_squared_logarithmic_error,val_acc
40.41335003376007,2901.763671875,40.413360595703125,0.058137498795986176,25.766492986679076,2914.218017578125,25.766490936279297,0.0
19.63978264927864,2880.155517578125,19.639780044555664,0.0,15.470207238197327,2877.559326171875,15.470208168029785,0.0
13.317514991760254,2831.449462890625,13.31751537322998,0.00038750001112930477,11.23659701347351,2813.24169921875,11.236597061157227,0.002050000010058284
9.123745837807656,2757.2470703125,9.123748779296875,0.0765250027179718,7.505641043186188,2694.943115234375,7.505641460418701,0.06949999928474426
6.097874048352241,2639.247802734375,6.097874641418457,0.13423749804496765,5.212824618816375,2552.93603515625,5.21282434463501,0.11524999886751175
4.349557293951511,2480.357421875,4.3495588302612305,0.1559000015258789,3.7611324310302736,2387.544921875,3.7611324787139893,0.147599995136261
3.307220484316349,2296.049560546875,3.3072214126586914,0.1692499965429306,2.916896420717239,2204.54638671875,2.916896343231201,0.16439999639987946
2.6235768467187883,2092.479736328125,2.6235764026641846,0.17477500438690186,2.3546754002571104,1991.34423828125,2.354675769805908,0.17274999618530273
2.225100389868021,1886.697998046875,2.225100517272949,0.17730000615119934,2.0380948573350905,1787.078857421875,2.038095235824585,0.1733500063419342
1.9430567756295205,1695.0313720703125,1.9430564641952515,0.17973749339580536,1.8128935098648071,1610.1904296875,1.8128935098648071,0.17919999361038208
1.7450754769146442,1512.7099609375,1.7450758218765259,0.18348750472068787,1.6655252635478974,1418.993408203125,1.6655254364013672,0.17955000698566437
1.6280150927603245,1335.2017822265625,1.6280146837234497,0.18456250429153442,1.5457142651081086,1263.4698486328125,1.5457144975662231,0.1817999929189682
1.5239287029951811,1169.4942626953125,1.5239287614822388,0.18427500128746033,1.4549302160739899,1104.562744140625,1.4549301862716675,0.18424999713897705
1.4747292667627334,1021.2280883789062,1.474729061126709,0.1864749938249588,1.3882297307252884,955.4185180664062,1.3882297277450562,0.18539999425411224
1.4437821164727211,891.1970825195312,1.4437819719314575,0.18494999408721924,1.3725849822163583,828.8056640625,1.3725851774215698,0.18379999697208405
