loss,mae,mse,val_loss,val_mae,val_mse
108003.49296875,231.5155792236328,108003.484375,100904.912109375,225.57322692871094,100904.8984375
107884.2658203125,230.58494567871094,107884.25,103010.818359375,229.87820434570312,103010.8203125
109527.8099609375,231.99472045898438,109527.8046875,101872.70546875,227.45147705078125,101872.703125
108497.4533203125,231.43670654296875,108497.4453125,101349.8171875,227.8612060546875,101349.828125
109539.7052734375,231.92575073242188,109539.6875,111367.66640625,241.7610321044922,111367.6640625
109230.20498046876,231.6967010498047,109230.21875,100844.616015625,226.5086212158203,100844.6171875
109656.60869140625,231.70562744140625,109656.6171875,102187.17265625,227.58885192871094,102187.171875
109984.759375,231.66372680664062,109984.7578125,102407.09140625,229.46937561035156,102407.0859375
108687.91513671874,230.9762725830078,108687.921875,102678.391015625,228.7086944580078,102678.390625
107575.375,229.8155975341797,107575.375,100554.451953125,223.91624450683594,100554.4453125
106252.35947265624,228.62844848632812,106252.375,100737.051171875,225.41824340820312,100737.046875
108781.59130859375,230.18209838867188,108781.59375,101397.43984375,227.4438018798828,101397.4375
107069.80791015625,228.9242706298828,107069.8203125,101652.305859375,226.7006072998047,101652.3046875
108563.78486328125,229.95724487304688,108563.765625,100839.272265625,225.2423553466797,100839.2734375
107808.2064453125,229.66287231445312,107808.21875,101034.28515625,226.72630310058594,101034.2734375
111017.60146484376,231.47657775878906,111017.609375,113345.3,244.18829345703125,113345.3203125
108566.1466796875,230.14352416992188,108566.15625,101653.458203125,228.4232177734375,101653.453125
108114.55068359376,229.1759033203125,108114.53125,99220.03671875,222.3538818359375,99220.03125
107082.14033203125,228.30584716796875,107082.15625,100316.2515625,224.5675506591797,100316.25
108082.654296875,228.5374298095703,108082.640625,100222.2875,221.33447265625,100222.2734375
107150.30927734375,227.92391967773438,107150.28125,107667.133984375,238.06088256835938,107667.1328125
106258.49931640625,226.97219848632812,106258.5,99672.207421875,221.78094482421875,99672.2109375
107008.701953125,227.638671875,107008.71875,99554.91640625,223.088623046875,99554.9140625
108927.798046875,229.13458251953125,108927.8046875,99232.710546875,221.00584411621094,99232.71875
106370.7478515625,227.41189575195312,106370.7421875,99104.18984375,222.09127807617188,99104.1875
106841.7083984375,227.44869995117188,106841.703125,101022.38125,227.9853515625,101022.375
104945.93369140624,226.28073120117188,104945.953125,103637.46484375,229.86842346191406,103637.4609375
106189.57138671874,227.06179809570312,106189.5703125,98992.58125,221.67445373535156,98992.578125
106642.10068359374,226.798828125,106642.109375,99712.6671875,222.02432250976562,99712.6640625
105517.2740234375,225.8949432373047,105517.2734375,100561.107421875,224.48977661132812,100561.1171875
105509.91982421876,225.76307678222656,105509.9140625,100055.5125,224.07679748535156,100055.515625
107404.75380859376,227.39862060546875,107404.75,102406.07109375,228.89549255371094,102406.0703125
105115.4916015625,225.35824584960938,105115.5,101020.619140625,224.5266571044922,101020.6171875
107864.2314453125,227.5331573486328,107864.2265625,99931.717578125,222.74305725097656,99931.71875
106868.591015625,226.93588256835938,106868.5859375,99828.494921875,225.2584228515625,99828.4921875
110154.15673828125,229.62814331054688,110154.1640625,98658.408984375,220.23240661621094,98658.4140625
104182.47314453125,224.14320373535156,104182.4765625,103508.20390625,232.0208282470703,103508.2109375
107933.6615234375,227.1875,107933.65625,101460.591015625,227.55929565429688,101460.59375
106569.03251953125,225.3958740234375,106569.03125,101126.20703125,227.3221435546875,101126.2109375
107136.86806640626,226.4888458251953,107136.8828125,101571.449609375,221.75314331054688,101571.453125
110521.26435546875,229.73931884765625,110521.2578125,100994.4015625,224.4427947998047,100994.3984375
105917.178515625,225.35787963867188,105917.1796875,99619.9796875,220.93727111816406,99619.984375
108601.2916015625,227.19790649414062,108601.3046875,100588.867578125,223.8717803955078,100588.875
104854.9828125,223.96499633789062,104854.9921875,98907.18046875,221.7323760986328,98907.171875
104577.73525390626,223.8543243408203,104577.734375,97344.905859375,217.57345581054688,97344.90625
105843.20791015626,224.8124542236328,105843.203125,97789.802734375,219.9800567626953,97789.8046875
106249.45302734376,225.2107696533203,106249.4609375,98790.2359375,221.38595581054688,98790.2265625
106152.79150390625,224.92860412597656,106152.8046875,97893.82890625,219.0821990966797,97893.8203125
105490.9083984375,224.4593048095703,105490.90625,98249.5484375,219.87448120117188,98249.546875
105883.36845703125,224.17372131347656,105883.359375,98913.385546875,220.23597717285156,98913.390625
105264.29912109375,224.0438232421875,105264.296875,104674.17734375,234.15362548828125,104674.1796875
107455.79267578125,226.3023223876953,107455.78125,98043.969921875,218.52749633789062,98043.9765625
105639.74384765625,224.6253204345703,105639.75,97773.3375,218.8594970703125,97773.328125
106150.89140625,225.04559326171875,106150.890625,97627.716796875,217.78916931152344,97627.734375
104915.44541015624,223.4615020751953,104915.453125,96789.8171875,217.1815185546875,96789.8203125
105798.6908203125,224.19610595703125,105798.6953125,98106.745703125,220.05361938476562,98106.75
104266.3623046875,222.50341796875,104266.3671875,97463.996484375,217.23770141601562,97463.984375
105389.63935546875,223.19541931152344,105389.640625,96931.847265625,217.8324737548828,96931.84375
107749.4984375,225.46209716796875,107749.4921875,100425.115625,219.58367919921875,100425.1171875
105790.47021484375,223.79327392578125,105790.46875,96714.866015625,215.8764190673828,96714.8671875
107400.94677734375,225.3905792236328,107400.9375,97215.54921875,217.39756774902344,97215.546875
103869.9708984375,222.74423217773438,103869.96875,97530.500390625,218.12277221679688,97530.4921875
105488.0486328125,223.17575073242188,105488.0390625,98883.250390625,220.8781280517578,98883.2421875
106259.4044921875,224.48558044433594,106259.40625,105240.225390625,229.62405395507812,105240.2265625
106197.494140625,224.1184539794922,106197.5,96726.133203125,217.72544860839844,96726.125
104700.034765625,222.49745178222656,104700.0546875,96133.685546875,215.625244140625,96133.703125
104430.68193359375,222.11129760742188,104430.671875,97956.483984375,217.41419982910156,97956.484375
105317.3021484375,222.91244506835938,105317.296875,97736.713671875,218.33692932128906,97736.7109375
104735.71923828125,222.0771026611328,104735.734375,96738.2390625,216.13125610351562,96738.25
104313.9431640625,221.45242309570312,104313.9609375,96534.11953125,217.09100341796875,96534.1171875
104882.16826171875,222.96507263183594,104882.1875,95894.446484375,215.32797241210938,95894.4375
107430.684765625,225.45272827148438,107430.7109375,102167.95,227.226806640625,102167.9375
105522.60947265624,222.6409454345703,105522.609375,95787.496484375,215.31829833984375,95787.4921875
106600.94091796875,223.1087188720703,106600.9375,99618.730078125,224.26467895507812,99618.7265625
105194.1623046875,222.9136505126953,105194.171875,96088.373046875,215.98379516601562,96088.375
106503.36591796875,223.462646484375,106503.3515625,96275.130859375,214.87965393066406,96275.1328125
103102.6138671875,220.58587646484375,103102.640625,95706.03046875,214.60194396972656,95706.0234375
105230.689453125,222.04725646972656,105230.703125,95852.8640625,215.5063934326172,95852.8671875
104226.75537109375,221.30702209472656,104226.75,97018.496875,219.0770263671875,97018.484375
105236.0125,221.99838256835938,105236.0078125,98181.51953125,215.91197204589844,98181.5234375
105360.119921875,222.5988311767578,105360.1171875,100770.092578125,225.1133270263672,100770.09375
103240.76572265624,220.43597412109375,103240.7578125,97643.504296875,219.55812072753906,97643.5
104352.738671875,221.60498046875,104352.7421875,96624.95,216.47694396972656,96624.9453125
105042.455078125,222.26492309570312,105042.453125,95225.605078125,213.91990661621094,95225.6015625
105289.53486328125,222.0572509765625,105289.546875,95763.246484375,216.1375732421875,95763.25
105569.42353515625,222.29934692382812,105569.4453125,97313.458203125,219.7477264404297,97313.4609375
101815.511328125,219.10498046875,101815.515625,97494.005078125,217.0686798095703,97494.0
103976.65986328125,220.87710571289062,103976.65625,96414.840625,215.34120178222656,96414.8359375
103491.49375,220.00164794921875,103491.484375,96766.98984375,214.71005249023438,96766.984375
104490.3412109375,220.81324768066406,104490.3203125,96509.253515625,217.52139282226562,96509.2578125
106532.66416015624,223.13491821289062,106532.671875,96496.686328125,216.8295440673828,96496.6875
104704.02353515624,221.32687377929688,104704.0,96468.230859375,215.88397216796875,96468.234375
105015.08447265625,221.46475219726562,105015.078125,96967.68203125,217.2624053955078,96967.6796875
104701.38203125,221.00924682617188,104701.3828125,99857.628125,224.4240264892578,99857.625
103136.5830078125,219.92652893066406,103136.5859375,96973.06484375,213.92947387695312,96973.0546875
103275.90712890626,219.9108428955078,103275.9140625,96214.455859375,216.65460205078125,96214.4609375
104522.6779296875,221.501953125,104522.6796875,94794.35546875,213.77651977539062,94794.359375
103245.74990234376,219.64962768554688,103245.7578125,96737.2609375,217.65135192871094,96737.2578125
105197.238671875,221.57318115234375,105197.234375,94851.864453125,213.6289520263672,94851.8671875
102689.61064453125,219.4332733154297,102689.625,94340.49375,212.53367614746094,94340.484375
102830.8544921875,219.0885009765625,102830.8671875,99294.317578125,222.6741943359375,99294.3125
103246.24775390625,219.98202514648438,103246.25,95792.2296875,215.0013427734375,95792.2265625
104239.0517578125,219.96572875976562,104239.046875,94893.261328125,212.0043487548828,94893.2578125
103008.33115234374,218.88882446289062,103008.3359375,94949.98046875,212.6283721923828,94949.984375
103288.9451171875,219.32412719726562,103288.953125,94740.885546875,212.84861755371094,94740.8984375
104153.0158203125,220.0906982421875,104153.03125,94794.112109375,213.34246826171875,94794.109375
104420.91005859376,220.16737365722656,104420.8984375,95461.534375,215.130126953125,95461.5390625
